ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
recNQukdHU6lPe4bk	Fertilizer industry	3	1	topic	Fertilizer industry	http://id.loc.gov/authorities/subjects/sh85047914	exact	Agricultural chemicals industry → Farm supply industries → Agricultural industries → sh85065960 → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Fertilizer industry; Fertilizer industry--Accidents; Fertilizer industry--Accidents--Idaho; Fertilizer industry--Equipment and supplies; Fertilizer industry--Finance
recRSJKHaqcXpoyVx	B-52 bomber	3	1	topic	B-52 bomber	http://id.loc.gov/authorities/subjects/sh85010703	exact	sh95009927 → sh95009928 → Strategic forces → sh85037301 → Psychology, Military → Psychology, Applied → sh85108459 → Soul → Future life → Eschatology → Religious thought	B-52 bomber
recNuhr1Uc9RQqmkY	Armed forces	3	1	topic	Armed Forces	http://id.loc.gov/authorities/subjects/sh85007241	exact	sh85085132	Armed Forces; Armed Forces; Armed Forces and mass media; Armed Forces and the arts; Women and the military
reckOJp7RF2apAIO3	Amnesty	3	1	topic	Amnesty	http://id.loc.gov/authorities/subjects/sh85004558	exact	Executive power → sh85104440 → Social sciences → sh85026423 → Auxiliary sciences of history	Amnesty; Amnesty (International law); Amnesty--South Africa; Amnesty--United States
recrztdhZBg1KzNu2	Solar energy	3	1	topic	Solar energy	http://id.loc.gov/authorities/subjects/sh85124500	exact		Solar energy; Solar access rights; Solar energy policy; Solar energy--Bibliography; Solar energy--Climatic factors
rec99jdV9ZgPMHimw	Narcotics	3	2	topic	Narcotics	http://id.loc.gov/authorities/subjects/sh85089815	exact		Narcotics; Drug addiction; Drug enforcement agents; Drug abuse and crime; Youth--Drug use
reccuuJPVqasz9U6f	Morphine	3	1	topic	Morphine	http://id.loc.gov/authorities/subjects/sh85087342	exact		Morphine; Morphine abuse; Morphine--Derivatives; Endorphins--Receptors
recoA56uMzqjuuRYx	Water	3	1	topic	Water	http://id.loc.gov/authorities/subjects/sh85145447	exact		Water; Water acidification; Food--Water activity; Animal-water relationships; Water and architecture
recy5FvpH0k4sOWVY	Finance	3	1	topic	Finance	http://id.loc.gov/authorities/subjects/sh2002007885	exact		Finance; Finance; Accounting; Finance--Vocational guidance; Buddhist temple finance
rec7qTHF1AQkAKGHv	Foreign relations	3	1	topic	Foreign relations	http://id.loc.gov/authorities/subjects/sh00005791	exact		Foreign relations; Foreign relations; Foreign relations administration; Foreign relations administration; Information storage and retrieval systems--Foreign relations administration
rectoUaG4WerMOwWn	Rehabilitation	3	1	topic	Rehabilitation	http://id.loc.gov/authorities/subjects/sh00008430	exact		Rehabilitation; Rehabilitation; Rehabilitation centers; Rehabilitation centers--Accreditation; Rehabilitation centers--Accreditation--United States
recxAmBKEuqlWRThb	Economic rights	3	1	topic	Economic rights	http://id.loc.gov/authorities/subjects/sh2020005458	exact		Economic rights
recOrOM5qitkJb9ky	Children	3	1	topic	Children	http://id.loc.gov/authorities/subjects/sh85023418	exact		Children; Children; Children and adults; Children and adults in art; Children and adults in literature
recbWaHluS6u86H53	Diseases	3	1	topic	Diseases	http://id.loc.gov/authorities/subjects/sh85038411	exact		Diseases; Diseases; Age factors in disease; Diseases--Alternative treatment; Diseases and history
rec9RYyHNCrX0AT9t	Joint ventures	3	1	topic	Joint ventures	http://id.loc.gov/authorities/subjects/sh85070654	exact		Joint ventures; Joint ventures--China; Conflict of laws--Joint ventures; Joint ventures--Developing countries; Joint ventures--Europe, Eastern
recOWsM3ry8STSsK3	Democracy	2	2	topic	Democracy	http://id.loc.gov/authorities/subjects/sh85036647	exact	sh85104440 → Social sciences → Civilization → Auxiliary sciences of history	Democracy; Democracy--Africa; Democracy--Africa--Congresses; Democracy--Africa, Southern; Democracy--Africa, Sub-Saharan
reciOiXeKTQGlaeNx	Medical care	2	1	topic	Medical care	http://id.loc.gov/authorities/subjects/sh00005607	exact	Services for	Medical care; Medical care; Health services accessibility; Medical care--Accreditation; Medical care--Accreditation--Cross-cultural studies
recuUFhBncrUg6V07	Bombers	2	1	topic	Bombers	http://id.loc.gov/authorities/subjects/sh85015466	exact	Airplanes, Military → Government aircraft → sh85002782 → sh85049596 → Flight → Locomotion	Bombers; Bombers in art; Bombers--Piloting; Bombers--Radar equipment; Bombers--Rocket engines
recn8b1d7iCOsszeq	Petroleum products	2	2	topic	Petroleum products	http://id.loc.gov/authorities/subjects/sh85100445	exact		Petroleum products; Petroleum products--Accidents; Petroleum products--Accidents--Investigation; Petroleum products--Accidents--Investigation--Texas; Petroleum products--Analysis
recWaheUl1ZaxSs0G	Civil war	2	2	topic	Civil war	http://id.loc.gov/authorities/subjects/sh85026421	exact		Civil war; Burundi--History--Civil War, 1993-2005; Civil War Campaign Medal; Colombia--History--Civil War, 1851; Colombia--History--Civil War, 1860-1862
rec8Yg8zBxh2Slo2M	Prisoners of war	2	2	topic	Prisoners of war	http://id.loc.gov/authorities/subjects/sh85106971	exact		Prisoners of war; Prisoners of war--Abuse of; Prisoners of war--Abuse of--Afghanistan; Prisoners of war--Abuse of--Cuba; Prisoners of war--Abuse of--Iraq
recTmb7AJdPm49aUk	Boundary disputes	2	2	topic	Boundary disputes	http://id.loc.gov/authorities/subjects/sh85016094	exact		Boundary disputes; Boundary disputes in literature; Boundaries
rec9nvBVgY74xQ1Zu	Relations	2	1	compound-subject	Relations	http://id.loc.gov/authorities/subjects/sh00007590	exact		Relations; Relation algebras; Ethnic relations; Religions--Relations; Causal relations (Linguistics)
recibBhfq1Nhuo5rk	Steel	2	2	topic	Steel	http://id.loc.gov/authorities/subjects/sh85127749	exact		Steel; Aircraft steel; Steel alloy industry; Steel alloys; Steel alloys--Brittleness
recGaMyuvucEAg8hm	Parole	2	1	topic	Parole	http://id.loc.gov/authorities/subjects/sh85098258	exact		Parole; Parole boards; Camp Parole (Md.); Parole--Canada; Parolees
recQZPaxt8vx5PcGH	Air forces	2	1	topic	Air forces	http://id.loc.gov/authorities/subjects/sh85002638	exact		Air forces; Air forces--Commonwealth countries; Air forces--Commonwealth countries--Medals, badges, decorations, etc.; Air forces--Equipment; Air forces--Insignia
rec7wEECiiCfq0TDz	Smuggling	2	1	topic	Smuggling	http://id.loc.gov/authorities/subjects/sh85123713	exact		Smuggling; Smuggling--China; Smuggling--Colombia; Smuggling--Fiction; Smuggling--Investigation
recDVvXJiNa7eCFyj	Labor market	2	1	topic	Labor market	http://id.loc.gov/authorities/subjects/sh89000875	exact		Labor market; Labor market--Argentina; Labor market--Australia; Labor market--Brazil; Labor market--Canada
rec81XS5kv6kbKNvG	Mediation	2	1	topic	Mediation	http://id.loc.gov/authorities/subjects/sh85082846	exact		Mediation; Mediation (Statistics); Mediation and conciliation, Criminal; Mediation and conciliation, Industrial; Mediation and conciliation, Industrial--United States
recUInGVZ0Y3MeuOS	Coal	2	1	topic	Coal	http://id.loc.gov/authorities/subjects/sh85027307	exact		Coal; Coal balls; Coal ash; Coal ash sites; Coal ash industry
recQKSB5DC3TBB2OE	Racism	2	2	topic	Racism	http://id.loc.gov/authorities/subjects/sh85110266	exact		Racism; Racism against Asians; Racism against Black people; Racism against Hispanic Americans; Racism against Indigenous peoples
recdTuobyjHNvXKhT	Bankruptcy	2	1	topic	Bankruptcy	http://id.loc.gov/authorities/subjects/sh85011601	exact		Bankruptcy; Bankruptcy--Argentina; Bankruptcy--Australia; Bankruptcy--Austria; Bankruptcy--Brazil
recOAfZ9FRSJKK76a	Income tax	2	1	topic	Income tax	http://id.loc.gov/authorities/subjects/sh85064772	exact		Income tax; Income tax--Accounting; Income tax--Accounting--Law and legislation; Income tax--Accounting--Law and legislation--Germany; Income tax--Accounting--Law and legislation--Germany (West)
recZ8dk9ODjayAVVi	Tax evasion	2	1	topic	Tax evasion	http://id.loc.gov/authorities/subjects/sh85132819	exact		Tax evasion; Tax evasion--Argentina; Tax evasion--Austria; Tax evasion--Brazil; Tax evasion--China
rec2HPZNpQil9Rnjj	Civil Service	2	2	topic	Civil service	http://id.loc.gov/authorities/subjects/sh85026387	exact		Civil service; Literature and civil service; Civil service--Argentina; Civil service--Australia; Civil service--Austria
recQGrDJr2YkCf2wZ	Fuel	2	1	topic	Fuel	http://id.loc.gov/authorities/subjects/sh00005720	exact		Fuel; Fuel; Air-fuel ratio; Fuel--Analysis; Fly ash
recb6XG1ZU9Ik84CR	Broadcasting	2	1	topic	Broadcasting	http://id.loc.gov/authorities/subjects/sh85017004	exact		Broadcasting; Broadcasting policy; Broadcasting archives; Broadcasting--Authorship; Broadcasting--Biography
recXOpgZpMOhBqvrd	Consumer goods	2	1	topic	Consumer goods	http://id.loc.gov/authorities/subjects/sh88006884	exact		Consumer goods; Consumer goods in literature; Consumer goods--Law and legislation; Consumer goods--Maintenance and repair; Consumer goods--Maintenance and repair--Law and legislation
recZPk3NUzYF5Hlcn	Life expectancy	2	2	topic	Life expectancy	http://id.loc.gov/authorities/subjects/sh85076821	exact		Life expectancy; Life expectancy--Sex differences
recXZ72MMu7CrcPIG	Ethnic conflict	2	2	topic	Ethnic conflict	http://id.loc.gov/authorities/subjects/sh00006554	exact		Ethnic conflict; Ethnic conflict--Indonesia; Ethnic conflict--Religious aspects; Ethnic conflict--Religious aspects--Buddhism; Ethnic conflict--Religious aspects--Catholic Church
rec38iTumpYaHBKQx	Simultaneous interpreting	2	2	topic	Simultaneous interpreting	http://id.loc.gov/authorities/subjects/sh99003450	exact		Simultaneous interpreting; Simultaneous interpreting--Equipment and supplies
recfstIIL5scNKk3A	Liquidation	2	1	topic	Liquidation	http://id.loc.gov/authorities/subjects/sh85077402	exact		Liquidation; Liquidation--France; Liquidation--Germany; Liquidation--Germany (West); Liquidation--Great Britain
rec8yuVoyYZj8SMk9	Bookmobiles	2	1	topic	Bookmobiles	http://id.loc.gov/authorities/subjects/sh85015737	exact		Bookmobiles
receNc7LQFkxnPn2F	Imprisonment	2	1	topic	Imprisonment	http://id.loc.gov/authorities/subjects/sh85064675	exact		Imprisonment; Imprisonment; Alternatives to imprisonment; False imprisonment; Debt, Imprisonment for
rec5Ixi2LT2D4DwFX	Homelessness	2	1	topic	Homelessness	http://id.loc.gov/authorities/subjects/sh85061720	exact		Homelessness; Homelessness--Anthropological aspects; Homelessness--Government policy--United States; Homelessness in art; Information storage and retrieval systems--Homelessness
recLw4UZYDnrTo570	Public schools	2	1	topic	Public schools	http://id.loc.gov/authorities/subjects/sh85108801	exact		Public schools; Schools--Accounting; Public schools--Accreditation; Public schools--Accreditation--Arkansas; Public schools--Accreditation--Colorado
rec2r0t2UkWjO2ZV1	Subsidies	2	1	topic	Subsidies	http://id.loc.gov/authorities/subjects/sh2004011274	exact		Subsidies; Subsidies; Subsidies--Accounting; Subsidies--Accounting--Law and legislation; Subsidies--Germany (West)
recHp3O6cISt9Nje7	Gallium	2	1	topic	Gallium	http://id.loc.gov/authorities/subjects/sh85052848	exact		Gallium; Gallium alloys; Gallium arsenide; Gallium arsenide industry; Gallium arsenide semiconductors
recuedc3eT9YDN4J7	Chemistry	2	1	topic	Chemistry	http://id.loc.gov/authorities/subjects/sh85022986	exact		Chemistry; Chemistry--Abbreviations; Chemistry--Abstracting and indexing; Chemistry--Abstracting and indexing--Data processing; Chemistry--Abstracting and indexing--Data processing--Congresses
recnHn1nGUyM4FXgH	Hostages	1	1	topic	Hostages	http://id.loc.gov/authorities/subjects/sh2003007715	exact		Hostages; Hostages; Hostages--England; Hostages' families; Hostages--Fiction
recbmmC3Qhr3E4JGh	Political refugees	1	1	topic	Political refugees	http://id.loc.gov/authorities/subjects/sh85112309	exact	Refugees → sh85100163	Political refugees; Political refugees--Cambodia--Biography; Political refugees--Drama; Political refugees--Employment; Political refugees--Employment--Law and legislation
rechDFHiaxDKsMcy9	Refugee camps	1	1	topic	Refugee camps	http://id.loc.gov/authorities/subjects/sh87007802	exact	Refugees--Housing	Refugee camps; Refugee camps--Austria; Refugee camps--Egypt; Refugee camps--Gaza Strip; Refugee camps--Germany
recilftTLp2zlIEd8	Health	1	1	topic	Health	http://id.loc.gov/authorities/subjects/sh00006004	exact		Health; Health; Health activism; Health services administration; Public health administration
reccOyyWF5VxAK9BT	Food	1	1	topic	Food	http://id.loc.gov/authorities/subjects/sh85050184	exact	Dinners and dining → Caterers and catering → Cooking → Food science → Chemical engineering	Food; Food; Compulsive eaters; Food additives; Food additives--Analysis
recX2XSx1b5HJtvbj	Arms transfers	1	1	topic	Arms transfers	http://id.loc.gov/authorities/subjects/sh91001417	exact	International trade → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Arms transfers; Arms transfers--Developing countries; Arms transfers--Law and legislation; Arms transfers--Law and legislation--United States; Arms transfers--Middle East
recO8sLQzt5kBB5Yi	Armed forces	1	1	topic	Armed Forces	http://id.loc.gov/authorities/subjects/sh85007241	exact	sh85085132	Armed Forces; Armed Forces; Armed Forces and mass media; Armed Forces and the arts; Women and the military
recTc8PvctJtKrwkZ	Aircraft carriers	1	1	topic	Aircraft carriers	http://id.loc.gov/authorities/subjects/sh85002736	exact	Warships → Naval architecture → Architecture → Art → Arts	Aircraft carriers; Aircraft carriers--Aircraft launching and recovery equipment; Aircraft carriers--Flight decks; Aircraft carriers--History; Aircraft carriers in art
recElCj6mC9KbGyZf	Military bases	1	1	topic	Military bases	http://id.loc.gov/authorities/subjects/sh85085159	exact		Military bases; Military bases, American; Military bases, American--Directories; Military bases, American--Japan; Military bases, American--Japan--Okinawa-ken
rec98wm19zxgnAte1	Land reform	1	1	topic	Land reform	http://id.loc.gov/authorities/subjects/sh85074300	exact	sh85074350 → Land use → Economics → sh85124003 → sh85026423 → Auxiliary sciences of history	Land reform; Land reform--Bangladesh; Land reform beneficiaries; Land reform--Bolivia; Land reform--Brazil
reclvyICzUnZGLOU4	Election law	1	1	topic	Election law	http://id.loc.gov/authorities/subjects/sh85041551	exact	sh85031329 → Public law → sh85075119	Election law; Election law--Argentina; Election law--Austria; Election law--Bolivia; Election law--Brazil
rec87NM5izpPcVkSr	Textile industry	1	1	topic	Textile industry	http://id.loc.gov/authorities/subjects/sh85134373	exact		Textile industry; Textile industry--Accidents; Textile industry--Accidents--Belgium; Textile industry--Accidents--North Carolina; Textile industry--Accidents--North Carolina--Statistics
recLas8IrSxZQ3ZVM	Budget	1	1	topic	Budget	http://id.loc.gov/authorities/subjects/sh85017602	exact		Budget; Budget--Alaska; Budget analysts; Budget--Argentina; Budget--Law and legislation
recJSDVYrSqzjlnBR	Maritime law	1	1	topic	Maritime law	http://id.loc.gov/authorities/subjects/sh85081308	exact		Maritime law; Maritime law (Adat law); Maritime law--Argentina; Maritime law--Brazil; Maritime law--Cases
recJSZk1DCagZhSvW	Terrorism	1	1	topic	Terrorism	http://id.loc.gov/authorities/subjects/sh85134112	exact		Terrorism; Terrorism--Afghanistan; Terrorism--Africa, West; Terrorism--Africa, West--Prevention; Terrorist threat warning systems
recO8Q9Xf34levO4x	Decontamination	1	1	topic	Decontamination	http://id.loc.gov/authorities/subjects/sh99005474	exact		Decontamination; Electrokinetic remediation; Biological decontamination; Decontamination (from gases, chemicals, etc.); Radioactive decontamination
recEMIGGiQlEVEzeH	International trade	1	1	topic	International trade	http://id.loc.gov/authorities/subjects/sh87004890	exact		International trade; International trade agencies; International trade--Case studies; Confidential communications--International trade; International trade--Congresses
rec9FMZD7j350k99B	Diplomats	1	1	topic	Diplomats	http://id.loc.gov/authorities/subjects/sh85038202	exact		Diplomats; African American diplomats; Diplomats--Austria--Biography; Diplomats--Biography; Diplomats--Brazil--Biography
recYmLsMlOJE77IlN	Relations	1	1	compound-subject	Relations	http://id.loc.gov/authorities/subjects/sh00007590	exact		Relations; Relation algebras; Ethnic relations; Religions--Relations; Causal relations (Linguistics)
recgZ7InoahSaz4WN	Hinduism	1	1	topic	Hinduism	http://id.loc.gov/authorities/subjects/sh85060932	exact		Hinduism; Hinduism--History--20th century; Hinduism and art; Hinduism and culture; Hinduism and education
rec90McNIRNns4hIv	Death	1	1	topic	Death	http://id.loc.gov/authorities/subjects/sh85036085	exact		Death; Death; Acanthophis; Astrology and death; Death and burial
recfIX2Uumy8inHEq	Wages	1	1	topic	Wages	http://id.loc.gov/authorities/subjects/sh85144526	exact		Wages; Wages--Accounting; Wages--Accounting--Computer programs; Wages--Accounting--Law and legislation; Wages--Advances
recwiCYrBEGX9Z5wr	Naturalization	1	1	topic	Naturalization	http://id.loc.gov/authorities/subjects/sh85090274	exact		Naturalization; Naturalization in literature; Naturalization records; Naturalization--United States
rec1Gk59BaIROJJML	Salvage	1	1	topic	Salvage	http://id.loc.gov/authorities/subjects/sh85116922	exact		Salvage; Airplanes--Salvaging; Salvage archaeology; Salvage--Vocational guidance; Core Banks (N.C.)
recpstiA6BlyU6T5H	Logistics	1	1	topic	Logistics	http://id.loc.gov/authorities/subjects/sh00006447	exact		Logistics; Logistics; Business logistics; Logistics--Computer programs; Logistics--Contracting out
recboqjVxsBFm4BDi	Jet planes, military	1	1	topic	Jet planes, Military	http://id.loc.gov/authorities/subjects/sh85070169	exact		Jet planes, Military; Jet planes--Noise; Jet plane sounds
rec4aR8M0MGWA0lla	Flight	1	1	topic	Flight	http://id.loc.gov/authorities/subjects/sh00006812	exact		Flight; Flight; Korean Air Lines Incident, 1983; Malaysia Airlines Flight 17 Crash, Ukraine, 2014; Flight 93 National Memorial (Pa.)
rectOWvsFn8YCUOR4	Paper industry	1	1	topic	Paper industry	http://id.loc.gov/authorities/subjects/sh85097623	exact		Paper industry; Paper industry--Accidents; Paper industry--Appropriate technology; Paper industry--Appropriate technology--Developing countries; Paper industry--Canada
recaOcXf2kSYlLjef	Oceanography	1	1	topic	Oceanography	http://id.loc.gov/authorities/subjects/sh85093937	exact		Oceanography; Oceanography and state; Oceanography and state--United States; Oceanography--Antarctic Ocean; Oceanography--Arctic Ocean
rec7SplpGb7GrlXCp	Mobilization	1	1	topic	Mobilization	http://id.loc.gov/authorities/subjects/sh00006793	exact		Mobilization; Industrial mobilization; Armed Forces--Mobilization
recewAfM2kfM3rKFJ	Retirement	1	1	topic	Retirement	http://id.loc.gov/authorities/subjects/sh85113347	exact		Retirement; Retirement; Individual retirement accounts; Retirement age; Retirement age--Law and legislation
recfOwhYxGM1pRmtx	Software	1	1	topic	Software	http://id.loc.gov/authorities/subjects/sh99001417	exact		Software; Intelligent agents (Computer software); Software architecture; Software architecture--Standards; Software radio
rec7v2u7pee7zv59o	History	1	1	topic	History	http://id.loc.gov/authorities/subjects/sh85061212	exact		History; History; History, Ancient; Biography--To 500; History, Ancient--Chronology
rect8xxmGWFtmuGKM	Cultural property	1	1	topic	Cultural property	http://id.loc.gov/authorities/subjects/sh97000183	exact		Cultural property; Cultural property--China; Conflict of laws--Cultural property; Cultural property--Destruction and pillage; Information storage and retrieval systems--Cultural property
rec3DnQHkQoBdLde8	Library	1	1	topic	Library	http://id.loc.gov/authorities/subjects/sh2002006395	exact		Library; Library materials budgets; Acquisitions (Libraries); Library administration; Library administration--Congresses
rec9yKWGNvCFmqmdD	Citizenship	1	1	topic	Citizenship	http://id.loc.gov/authorities/subjects/sh85026205	exact		Citizenship; Citizenship--Argentina; Citizenship as point of contact (Conflict of laws); Citizenship--Australia; Citizenship--Brazil
reciVXr89C8BltUky	Neutrality	1	1	topic	Neutrality	http://id.loc.gov/authorities/subjects/sh85091195	exact		Neutrality; Neutrality, Armed; Neutrality--Austria; Neutrality--Belgium; Neutrality--Finland
recEo14jVo4oPjFVY	Tropical medicine	1	1	topic	Tropical medicine	http://id.loc.gov/authorities/subjects/sh85138061	exact		Tropical medicine; Tropical medicine--Congresses; Tropical medicine--Handbooks, manuals, etc.; Tropical medicine--Periodicals
recWvvPjLhJgF9yYo	Training	1	1	topic	Training	http://id.loc.gov/authorities/subjects/sh00005616	exact		Training; Training; Training administrators; United States. Navy--Training administrators; Training Building (Provo, Utah)
rec8yOgmh7hY14bVk	Missing persons	1	1	topic	Missing persons	http://id.loc.gov/authorities/subjects/sh85086014	exact		Missing persons; Missing persons--Fiction; Missing persons in art; Missing persons in mass media; Missing persons (International law)
rec2Vr3ggDH3KiJCO	Literacy	1	1	topic	Literacy	http://id.loc.gov/authorities/subjects/sh85077482	exact		Literacy; Computers and literacy; Literacy--Argentina; Literacy--Awards; Literacy--Brazil
rec8W76wxq4OnCjio	Water	1	1	topic	Water	http://id.loc.gov/authorities/subjects/sh85145447	exact		Water; Water acidification; Food--Water activity; Animal-water relationships; Water and architecture
recPIvUgkPDriMVJj	Demonstrations	1	1	topic	Demonstrations	http://id.loc.gov/authorities/subjects/sh85036673	exact		Demonstrations; Demonstrations--Baltic States; Demonstrations--Bolivia; Demonstrations--Brazil; Demonstrations--England
recyGjAcEpLpFYanH	Privacy	1	1	topic	Privacy	http://id.loc.gov/authorities/subjects/sh85107027	exact		Privacy; Privacy--Cross-cultural studies; Privacy in art; Privacy in literature; Privacy-preserving techniques (Computer science)
recQ3FtttrCJtfHDb	Arrest	1	1	topic	Arrest	http://id.loc.gov/authorities/subjects/sh85007424	exact		Arrest; Cardiac arrest; Spark arresters; Arrest--France; Arrest--Germany (West)
recRlWb1NJm1Zsqf2	Police	1	1	topic	Police	http://id.loc.gov/authorities/subjects/sh85104183	exact		Police; Police abolition movement; Police administration; Police administration--Citizen participation; Police administration--Great Britain
recTcvvRqQeAhPTv9	Political rights	1	1	topic	Political rights	http://id.loc.gov/authorities/subjects/sh85104428	exact		Political rights; Political rights, Loss of; Political rights--Religious aspects; Political rights--Religious aspects--Christianity; Political rights--Religious aspects--Islam
recsYFoT63bBb3A5N	Protestants	1	1	topic	Protestants	http://id.loc.gov/authorities/subjects/sh85107724	exact		Protestants; Asian American Protestants; Protestants--Austria; Protestants--Books and reading; Protestants--Books and reading--England
rec3xWCKc8tJ1gyWw	Ocean	1	1	topic	Ocean	http://id.loc.gov/authorities/subjects/sh85093871	exact		Ocean; Ocean acidification; Ocean acidification--Law and legislation; Ocean tomography; Ocean and civilization
rec3fxRcXXIdLOFDO	Naval operations	1	1	topic	Naval operations	http://id.loc.gov/authorities/subjects/sh00006620	exact		Naval operations; Naval operations, American, [British, etc.]; Naval operations--Submarine; Sea control
rec3PTghsOWbo9hD5	Labor	1	1	topic	Labor	http://id.loc.gov/authorities/subjects/sh90004091	exact		Labor; Absenteeism (Labor); International labor activities; Collective labor agreements; Industrial relations
recWa3XmQPfPNRhkx	Shipping	1	1	topic	Shipping	http://id.loc.gov/authorities/subjects/sh85121579	exact		Shipping; Shipping--Accounting; Advertising--Shipping; Shipping conferences--Law and legislation; Shipping articles
recP2zv9bjAjSyYPT	Cables	1	1	topic	Cables	http://id.loc.gov/authorities/subjects/sh85018579	exact		Cables; Electric cables; Cable family; Caples family; Cable ships
recfpP15yVGwzw4hZ	Cotton	1	1	topic	Cotton	http://id.loc.gov/authorities/subjects/sh85033302	exact		Cotton; Cotton Annex (Washington, D.C.); Cotton aphid; Cotton aphid--Biological control; Cotton aphid--Biological control--Madagascar
recCc5iZkPR7xZraQ	Job creation	1	1	topic	Job creation	http://id.loc.gov/authorities/subjects/sh89000062	exact		Job creation; Job creation--Law and legislation; Job creation--United States
rec6xe02MKxH0Tei8	Endangered species	1	1	topic	Endangered species	http://id.loc.gov/authorities/subjects/sh85043044	exact		Endangered species; Endangered species--Alberta; Endangered species--Breeding; Endangered species--Breeding--Congresses; Endangered species--Breeding--Government policy
recobFXLXIkJEq8aE	Acid rain	1	1	topic	Acid rain	http://id.loc.gov/authorities/subjects/sh85000526	exact		Acid rain; Acid rain--Abstracts; Acid rain--Environmental aspects; Acid rain--Environmental aspects--Juvenile literature; Acid rain--Law and legislation
recJclekZAp3yKmD5	Research and development	534	7	topic	Research and development contracts	http://id.loc.gov/authorities/subjects/sh85113036	good_close		Research and development contracts; Research and development contracts, Government; Research and development contracts, Government--United States; Research and development contracts--United States; Research parks
recXuFW8WO1tqBrVK	Sanctions	287	1	topic	Sanctions, Administrative	http://id.loc.gov/authorities/subjects/sh85117158	good_close	sh85075302 → Criminal justice, Administration of → Justice, Administration of → sh85075119	Sanctions, Administrative; Sanctions, Administrative--Brazil; Sanctions, Administrative--China; Sanctions, Administrative--Germany (West); Sanctions, Administrative--Italy
recNBw28OYo4OUEUr	Summit meeting	232	3	topic	Summit meetings	http://id.loc.gov/authorities/subjects/sh87007171	good_close	Visits of state → Visitors, Foreign → Travelers → Persons	Summit meetings
recXaLlBHTxTHX65V	Relationship	215	1	compound-subject	Relationship addiction	http://id.loc.gov/authorities/subjects/sh88006617	good_close		Relationship addiction; Relationship addiction in adolescence; Relationship addiction--Religious aspects; Relationship addiction--Religious aspects--Christianity; Relationship addiction--Religious aspects--Islam
recsNQ59E979BphyM	Trial	201	1	topic	Trial balances	http://id.loc.gov/authorities/subjects/sh95009675	good_close		Trial balances; Wager of battle; Jury; Free press and fair trial; Ordeal
recMrVNgNJpQ8DjcR	Deterrence	173	4	topic	Deterrence (Strategy)	http://id.loc.gov/authorities/subjects/sh85037301	good_close	Psychology, Military → Psychology, Applied → sh85108459 → Soul → Future life → Eschatology → Religious thought	Punishment in crime deterrence; Predatory animals--Control; Deterrence (Strategy); Deterrence (Strategy)--Congresses; Deterrence (Strategy)--Moral and ethical aspects
rec3vXdKC3r5GaUzW	Self-determination	125	4	topic	Self-determination, National	http://id.loc.gov/authorities/subjects/sh85119735	good_close	Nationalism → Patriotism → Loyalty → Conduct of life → Ethics	Self-determination, National; Self-determination, National--Congresses; Self-determination, National--Gaza Strip; Self-determination, National, in literature; Self-determination, National--Puerto Rico
recOzoeUb5OaUz29X	Laboratory	105	3	topic	Laboratory infections	http://id.loc.gov/authorities/subjects/sh85073750	good_close		Laboratory infections; Laboratory animals; Laboratory animals--Abnormalities; Laboratory animals--Abnormalities--Genetic aspects; Laboratory animals--Behavior
recptHDgZD7RVRQ5A	Scientific	104	1	topic	Scientific ability	http://id.loc.gov/authorities/subjects/sh2008004738	good_close		Scientific ability; Scientific bureaus; Huntingdon Commemoration Hall (Huntingdon, England); Animals--Nomenclature; Scientific apparatus and instruments
recQI8RFLxCFovNr2	Nuclear fuel	99	1	topic	Nuclear fuel claddings	http://id.loc.gov/authorities/subjects/sh85092985	good_close	Metal cladding → Metal coating → Refractory coating → sh85107646 → sh85027504 → Materials → Engineering design	Nuclear fuel claddings; Nuclear fuel claddings--Effect of radiation on; Nuclear fuel elements; Nuclear fuel elements--Computer programs; Nuclear fuel elements--Thermal properties
recJX4PfqEjKmVobe	Budgets	78	3	topic	County budgets	http://id.loc.gov/authorities/subjects/sh85033480	good_close		County budgets; Budgets, Personal; Home economics--Accounting; Local budgets; Municipal budgets
reckP3QiieAZd7kwE	Launchers	69	3	topic	Grenade launchers	http://id.loc.gov/authorities/subjects/sh2003001255	good_close	sh85095395 → sh91001438 → Military supplies → Logistics → Military art and science	Grenade launchers
reciONa4gBw16QbEo	Immigration	66	4	topic	Immigration advocates	http://id.loc.gov/authorities/subjects/sh98002548	good_close		Immigration advocates; Postville Immigration Raid, Postville, Iowa, 2008; Immigration consultants; Immigration consultants--Legal status, laws, etc.; Immigration consultants--Malpractice
recfsYEHWUfhmWQY2	Security assistance	46	5	topic	Security Assistance Program	http://id.loc.gov/authorities/subjects/sh85119477	good_close	Economic assistance, American → Mutual security program, 1951- → sh85119471 → International relations	Security Assistance Program
recR8r0SGvDA7aMVA	Linkage	45	5	topic	Linkage (Genetics)	http://id.loc.gov/authorities/subjects/sh85077241	good_close	Genetics → Embryology → Developmental biology → sh85014203 → Life sciences	Linkers (Computer programs); Linkage (Genetics); Gene mapping; Liaison theory (Mathematics)
