ref	annotation_name	count	volumes	type	lcsh_label	lcsh_uri	match_quality	broader_terms	all_suggestions
recVSPQM8CicmOme2	Human rights	1807	8	topic	Human rights	http://id.loc.gov/authorities/subjects/sh85026379	exact		Human rights; Human rights workers; Human rights advocacy; Human rights--Afghanistan; Human rights--Africa
reccap2GMokKh4v4P	Intercontinental ballistic missiles	1670	5	topic	Intercontinental ballistic missiles	http://id.loc.gov/authorities/subjects/sh85067216	exact	sh95009928 → Strategic forces → sh85037301 → Psychology, Military → Psychology, Applied → sh85108459 → Soul → Future life → Eschatology → Religious thought	Intercontinental ballistic missiles; Intercontinental ballistic missiles--Combat survivability; Intercontinental ballistic missiles--Mobile basing; Intercontinental ballistic missiles--Trajectories; Intercontinental ballistic missiles--Trajectories--Computer programs
recr08QgEMEm1Bk04	Ballistic missiles	1232	5	topic	Ballistic missiles	http://id.loc.gov/authorities/subjects/sh85011308	exact	Guided missiles → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Ballistic missiles; Ballistic missiles--Atmospheric entry; Ballistic missiles--Guidance systems
recPup8iFysWzHs3K	Arms control	912	6	topic	Arms control	http://id.loc.gov/authorities/subjects/sh85007351	exact	Security, International → International relations	Arms control; Arms control--Congresses; Arms control--Europe; Arms control--Europe--Congresses; Arms control impact statements
recfkRWjb8Vcm4Gga	Warheads	822	1	topic	Warheads	http://id.loc.gov/authorities/subjects/sh2005004553	exact	Ordnance → sh91001438 → Military supplies → Logistics → Military art and science	Warheads
recqBa61v9UU0I2bD	Nuclear weapons	756	6	topic	Nuclear weapons	http://id.loc.gov/authorities/subjects/sh85093127	exact	sh96004190 → Military weapons → Military supplies → Logistics → Military art and science	Nuclear weapons; Nuclear weapons--Accidents; Nuclear weapons--Accidents--Australia; Nuclear weapons--Accidents--California; Nuclear weapons--Accidents--United States
rec5leqjXNtlx0kjy	Outer space	463	4	topic	Outer space	http://id.loc.gov/authorities/subjects/sh85096156	exact		Outer space; Astronautics and civilization; Outer space--Anecdotes; Outer space--Humor; Outer space--Caricatures and cartoons
recVY6Dxn96NsplUd	Law of the sea	453	5	topic	Law of the sea	http://id.loc.gov/authorities/subjects/sh97008889	exact		Law of the sea; Law of the sea--Congresses; Law of the sea--United States
recAgu4u4GprMJCKN	Developing countries	371	8	topic	Developing countries	http://id.loc.gov/authorities/subjects/sh85037341	exact		Developing countries; Developing countries; Art, Developing country; Developing countries--Civilization; Developing countries--Civilization--European influences
recqaxqBsfTYVWHfR	Cruise missiles	356	3	topic	Cruise missiles	http://id.loc.gov/authorities/subjects/sh85034367	exact	sh85057725 → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Cruise missiles; Cruise missiles--Aerodynamics
recz6YHYRY8K7jQX1	Propaganda	299	6	topic	Propaganda	http://id.loc.gov/authorities/subjects/sh85107443	exact	Social influence → Influence (Psychology) → sh85108459 → Soul → Future life → Eschatology → Religious thought	Propaganda; Propaganda; Propaganda, American; Propaganda, American--History--20th century; Propaganda analysis
recGyiFfoYaZJxm1O	Economic sanctions	284	7	topic	Economic sanctions	http://id.loc.gov/authorities/subjects/sh85040838	exact	Sanctions (International law) → sh85067417 → sh85075119	Economic sanctions; Economic sanctions, American; Economic sanctions, American--Cuba; Economic sanctions, American--Iran; Economic sanctions, American--South Africa
rectadvRz4QZmc1z7	Chemical weapons	240	4	topic	Chemical weapons	http://id.loc.gov/authorities/subjects/sh88007509	exact	Weapons of mass destruction → Military weapons → Military supplies → Logistics → Military art and science	Chemical weapons; Chemical arms control; Chemical weapons disposal; Chemical weapons disposal--Law and legislation; Chemical weapons disposal--United States
recqSlWTgXqtdfG3Z	Arms race	233	5	topic	Arms race	http://id.loc.gov/authorities/subjects/sh85007355	exact	sh85119471 → International relations	Arms race; Arms race--History--20th century; Arms race--Religious aspects; Arms race--Religious aspects--Anglican Communion; Arms race--Religious aspects--Catholic Church
reczUgzr2M4lUGdR7	Embargo	231	2	topic	Embargo	http://id.loc.gov/authorities/subjects/sh85042665	exact	sh85040838 → Sanctions (International law) → sh85067417 → sh85075119	Embargo; Embargo, 1807-1809
recmaQ3gdQeqBxn2G	Economic development	229	7	topic	Economic development	http://id.loc.gov/authorities/subjects/sh85040804	exact	Statics and dynamics (Social sciences) → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Economic development; Economic development--Abstracting and indexing; Economic development--Abstracting and indexing--Handbooks, manuals, etc.; Law and economic development; Economic development--Bibliography
rec0NGmogdkmVrqib	Chemicals	219	1	topic	Chemicals	http://id.loc.gov/authorities/subjects/sh85022963	exact		Chemicals; Chemicals--Accidents; Chemicals--Accidents--California; Chemicals--Accidents--Congresses; Chemicals--Accidents--Health aspects
recnsEXlwQs8HvH6c	Nuclear weapons	213	2	topic	Nuclear weapons	http://id.loc.gov/authorities/subjects/sh85093127	exact	sh96004190 → Military weapons → Military supplies → Logistics → Military art and science	Nuclear weapons; Nuclear weapons--Accidents; Nuclear weapons--Accidents--Australia; Nuclear weapons--Accidents--California; Nuclear weapons--Accidents--United States
rect4Hud1m0AnX5Ls	Developing countries	196	4	topic	Developing countries	http://id.loc.gov/authorities/subjects/sh85037341	exact		Developing countries; Developing countries; Art, Developing country; Developing countries--Civilization; Developing countries--Civilization--European influences
recNoYYqIUVtkYdVM	Family planning	192	3	topic	Family planning	http://id.loc.gov/authorities/subjects/sh2009005770	exact	sh85102696 → Creation (Literary, artistic, etc.)	Family planning; Family planning--Bangladesh; Family planning services; Family planning--Congresses; Federal aid to family planning
rec5dQqnGUl2AYXPg	Whales	178	1	topic	Whales	http://id.loc.gov/authorities/subjects/sh85146352	exact		Whales; Whales--Anatomy; Whales as pets; Whales, Bay of (Antarctica); Whales--Behavior
rec2BhKQJFZQOflnk	Refugees	168	7	topic	Refugees	http://id.loc.gov/authorities/subjects/sh00007585	exact		Refugees; Refugees; Refugees--Abuse of; Refugees--Abuse of--Europe; Refugees--Afghanistan
rec1Zl9FOvMzxLARV	Terrorism	151	8	topic	Terrorism	http://id.loc.gov/authorities/subjects/sh85134112	exact		Terrorism; Terrorism--Afghanistan; Terrorism--Africa, West; Terrorism--Africa, West--Prevention; Terrorist threat warning systems
rec8uqG4zFwFzxdlO	Political prisoners	148	6	topic	Political prisoners	http://id.loc.gov/authorities/subjects/sh85104422	exact	Prisoners → Inmates of institutions → Institutional care → Charities → Associations, institutions, etc.	Political prisoners; Political prisoners--Abuse of; Political prisoners--Abuse of--Chile; Political prisoners--Abuse of--India; Political prisoners--Abuse of--Iran
recoKawZ2IOcE8nyB	Military assistance	134	5	topic	Military assistance	http://id.loc.gov/authorities/subjects/sh85085144	exact	sh85085264 → Sociology, Military → Armies → sh85007241 → sh85085132	Military assistance; Military assistance, American; Military assistance, American--Afghanistan; Military assistance, American--Colombia; Military assistance, American--Germany (West)
recvMZKA8yxNgdF29	International law	133	7	topic	International law	http://id.loc.gov/authorities/subjects/sh85067417	exact		International law; International law and socialism; International law and human rights; International law--Bibliography; International law--British influences
recKk4WCfGYnrejri	Ozone layer	115	1	topic	Ozone layer	http://id.loc.gov/authorities/subjects/sh88004695	exact		Ozone layer; Ozone layer depletion; Ozone layer depletion--Law and legislation
recbHz5atbbO3GlrY	Hunger	109	1	topic	Hunger	http://id.loc.gov/authorities/subjects/sh85063084	exact		Hunger; Hunger artists; Hanger family; Hungerford family; Hungerford's crawling water beetle
receqDO15mlMSmrzP	Visas	103	5	topic	Visas	http://id.loc.gov/authorities/subjects/sh87000436	exact		Visas; Student passports; Visas--United States; Visas--United States--Popular works
recItilmdY8wKocmo	Conservation	94	1	topic	Conservation	http://id.loc.gov/authorities/subjects/sh99005329	exact		Conservation; Conservation and restoration; Salvage archaeology; Marine parks and reserves; Natural resources conservation areas
recrLeLy85KZ9uC3Q	Abortion	93	1	topic	Abortion	http://id.loc.gov/authorities/subjects/sh85000196	exact		Abortion; Abortion--Abstracts; Abortion applicants; Abortion (Canon law); Abortion services
reczhNQIs9rGlNS1M	Humanitarian assistance	89	3	topic	Humanitarian assistance	http://id.loc.gov/authorities/subjects/sh96008124	exact	International relief → Economic assistance → International economic relations → sh85040837 → Economics → sh85124003	Humanitarian assistance; Humanitarian assistance, American; Humanitarian assistance, American--Indonesia; Humanitarian assistance, American--Japan; Humanitarian assistance, American--Rwanda
reczz1d8j78JEEJZg	Continental shelf	85	4	topic	Continental shelf	http://id.loc.gov/authorities/subjects/sh85031551	exact		Continental shelf; Continental shelf--America, Gulf of; Continental shelf--Bering Sea; Continental shelf--Caribbean Sea; Continental shelf--Economic aspects
recKLzO66LIpHkUp2	Detente	84	6	topic	Detente	http://id.loc.gov/authorities/subjects/sh85037292	exact	World politics → sh85104440 → Social sciences → sh85026423 → Auxiliary sciences of history	Detente; Detente--Congresses
recm5bcRb25jCek8u	Economic assistance	82	2	topic	Economic assistance	http://id.loc.gov/authorities/subjects/sh85040767	exact	Economic policy → sh85040850	Economic assistance; Economic assistance, American; Economic assistance, American--Afghanistan; Economic assistance, American--Africa; Economic assistance, American--Caribbean Area
recLrhH3r9BIhQsGe	Extradition	78	3	topic	Extradition	http://id.loc.gov/authorities/subjects/sh85046582	exact		Extradition; Extradition--Cases; Extradition--Colombia; Extradition--Europe; Extradition--European Union countries
rec7gDTXJIboMqxjj	Elections	76	4	topic	Elections	http://id.loc.gov/authorities/subjects/sh85041557	exact	Politics, Practical → sh85104440 → Social sciences → sh85026423 → Auxiliary sciences of history	Elections; Elections; Elections--Argentina; Electional astrology; Elections--Australia
recBzwLUMaXbUZIf3	International relations	72	6	topic	International relations	http://id.loc.gov/authorities/subjects/sh85067435	exact		International relations; Buddhism and international relations; Christianity and international relations; Communism and international relations; International relations and culture
recIW1xgHEanEAKPW	Technology transfer	71	6	topic	Technology transfer	http://id.loc.gov/authorities/subjects/sh85133192	exact		Technology transfer; Technology transfer--Africa; Technology transfer--Bibliography; Technology transfer--Brazil; Technology transfer--Case studies
recE0yZ6glikxHQ8I	Disinformation	70	3	topic	Disinformation	http://id.loc.gov/authorities/subjects/sh85038430	exact	Deception → Truthfulness and falsehood → Reliability → sh85030802 → sh85045096	Disinformation
recEbh964n57LzO7X	Uranium enrichment	70	2	topic	Uranium enrichment	http://id.loc.gov/authorities/subjects/sh85141286	exact		Uranium enrichment; Uranium enrichment--By-products
recF3ysi5EbmSbV2R	Jurisdiction	70	2	topic	Jurisdiction	http://id.loc.gov/authorities/subjects/sh85071077	exact		Jurisdiction; Labor unions--Jurisdictional disputes; Immunities of foreign states; Jurisdiction--Argentina; Jurisdiction--Brazil
reczKUnfSubMJ9Ff6	Sugar	64	2	topic	Sugar	http://id.loc.gov/authorities/subjects/sh85129663	exact	Sugarcane products → Plant products → Biological products → Natural products → Raw materials	Sugar; Sugar acids; Aldose reductase; Sugar--Analysis; Sugar art
recWtLvpyEKQRCpO0	Debt relief	63	2	topic	Debt relief	http://id.loc.gov/authorities/subjects/sh85036133	exact		Debt relief; Debt relief--Developing countries; Debt relief (Islamic law); Debt relief--Latin America
recvKzKYvgKzjgPFZ	Military bases	58	3	topic	Military bases	http://id.loc.gov/authorities/subjects/sh85085159	exact		Military bases; Military bases, American; Military bases, American--Directories; Military bases, American--Japan; Military bases, American--Japan--Okinawa-ken
recVkDb919jcUwdDB	Prices	57	1	topic	Prices	http://id.loc.gov/authorities/subjects/sh2002006518	exact		Prices; Prices; Prices--Canada; Prices--China; Prices--Czechoslovakia
recYjpfk1LbuFNfdP	Population	56	1	topic	Population	http://id.loc.gov/authorities/subjects/sh00006969	exact		Population; Population; Population aging; Population assistance; Population assistance, American
recuR46HFuv1xQrLV	Health	55	3	topic	Health	http://id.loc.gov/authorities/subjects/sh00006004	exact		Health; Health; Health activism; Health services administration; Public health administration
recpqcSvEFyuxPc7E	Testing	52	3	topic	Testing	http://id.loc.gov/authorities/subjects/sh85134146	exact		Testing; Testing; Ability--Testing; Testing accommodations; Testing--Congresses
recOaDLzXfhc8wsOK	Family reunification	49	5	topic	Family reunification	http://id.loc.gov/authorities/subjects/sh2013001231	exact	Families → Social institutions → Social systems → sh85124200 → sh85124003	Family reunification; Family reunification--Law and legislation
recSkg5rdjWW1fsS7	Spare parts	49	2	topic	Spare parts	http://id.loc.gov/authorities/subjects/sh85126307	exact	Maintenance--Equipment and supplies	Spare parts; Spare parts--Law and legislation
recwVfpJvNw06JG0y	Clergy	49	1	topic	Clergy	http://id.loc.gov/authorities/subjects/sh85026944	exact		Clergy; Clergy; Clergy--Abuse of; African American clergy; Clergy--Alcohol use
recprkqi9dIeoip4s	Debt	48	3	topic	Debt	http://id.loc.gov/authorities/subjects/sh85036130	exact		Debt; Peonage; Debt equity conversion; Debt cancellation; Debt cancellation (Islamic law)
recBfUEcc59OBtCQY	Air-to-surface missiles	47	1	topic	Air-to-surface missiles	http://id.loc.gov/authorities/subjects/sh85002703	exact	sh85057725 → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Air-to-surface missiles
recdlomV7plZIQUIj	Torture	45	1	topic	Torture	http://id.loc.gov/authorities/subjects/sh85136190	exact		Torture; Torture--Brazil; Torture--Chile; Torture (Frankish law); Torture--Government policy--United States
rec9ptkWICFUk7Mvu	Arms transfers	44	6	topic	Arms transfers	http://id.loc.gov/authorities/subjects/sh91001417	exact	International trade → Commerce → sh85040850 → sh85124003 → sh85026423 → Auxiliary sciences of history	Arms transfers; Arms transfers--Developing countries; Arms transfers--Law and legislation; Arms transfers--Law and legislation--United States; Arms transfers--Middle East
recpsy9g4OzCC8tNU	Food	43	2	topic	Food	http://id.loc.gov/authorities/subjects/sh85050184	exact	Dinners and dining → Caterers and catering → Cooking → Food science → Chemical engineering	Food; Food; Compulsive eaters; Food additives; Food additives--Analysis
recQK2M2akFhTW4QZ	Monitoring	42	1	topic	Monitoring	http://id.loc.gov/authorities/subjects/sh99005651	exact		Monitoring; Animal health surveillance; Biological monitoring; Biotechnological process monitoring; Data safety monitoring boards (Medicine)
recoBEF2CtED5Jpb5	Nuclear energy	42	3	topic	Nuclear energy	http://id.loc.gov/authorities/subjects/sh85092958	exact	Force and energy → sh85101653 → Physical sciences	Nuclear energy; Nuclear energy and meteorology; Nuclear energy--Awards; Nuclear energy--Awards--Congresses; Nuclear energy--Bibliography
recQvPtoqiukOAmlM	Reform	42	4	topic	Reform	http://id.loc.gov/authorities/subjects/sh00007584	exact		Reform; Paseo de la Reforma (Mexico City, Mexico); Reformatio in pejus; Reformation; Reformation and art
recLolgZHy7viyqKU	Islam	42	3	topic	Islam	http://id.loc.gov/authorities/subjects/sh85068390	exact		Islam; Arabs and Islam; Islam and architecture; Islam and art; Islam and astronautics
recI2HMQ5lPeFbQHZ	Grain	41	4	topic	Grain	http://id.loc.gov/authorities/subjects/sh85056208	exact	Seed crops → Seeds → sh85034249 → Farm produce → sh85050184 → Dinners and dining → Caterers and catering → Cooking → Food science → Chemical engineering	Grain; Grain--Adaptation; Grain aeration; Alcohol; Grain amaranths
recHEnRX74raOryAY	Espionage	41	4	topic	Espionage	http://id.loc.gov/authorities/subjects/sh85044893	exact	sh85067175 → Public administration	Espionage; Espionage, Albanian; Espionage, American; Espionage, American--Germany; Espionage, American--History--20th century
recT2lnbrCcFQqokm	National security	40	8	topic	National security	http://id.loc.gov/authorities/subjects/sh85090122	exact		National security; National security--Afghanistan; National security--Africa; National security--Africa, Southern; National security and globalization
recykDuvfC6iFH3Xe	Unemployment	40	3	topic	Unemployment	http://id.loc.gov/authorities/subjects/sh85139643	exact		Unemployment; Unemployment and crime; Unemployment--Argentina; Unemployment--Australia; Supplemental unemployment benefits
rec6U5wOCAq8Rv0YT	Tourism	39	3	topic	Tourism	http://id.loc.gov/authorities/subjects/sh85136255	exact		Tourism; Advertising--Tourism; Architecture and tourism; Tourism and art; Tourism and city planning
recxRLdoJs9wm7rck	Press coverage	38	2	topic	Press coverage	http://id.loc.gov/authorities/subjects/sh99002408	exact		Press coverage
recXXD3sj2iBEhNCv	Natural resources	38	3	topic	Natural resources	http://id.loc.gov/authorities/subjects/sh85090254	exact		Natural resources; Natural resources--Accounting; Natural resources--Africa, Southern--Management; Environmental agencies; Natural resources--Alaska
recEqXpPxuOnBCvV7	Refuseniks	36	3	topic	Refuseniks	http://id.loc.gov/authorities/subjects/sh85112332	exact	Jews--Soviet Union	Refuseniks; Refuseniks--Biography
recg3iRrscBAKUZil	Opium	36	2	topic	Opium	http://id.loc.gov/authorities/subjects/sh85095095	exact		Opium; Opium abuse; Opium abuse--England; Opium abuse in literature; Opium abuse--Law and legislation
rec1K4XtTHBIl41Sv	Public opinion	32	3	topic	Public opinion	http://id.loc.gov/authorities/subjects/sh2002006218	exact		Public opinion; Public opinion; Mass media and public opinion; Public opinion--Arab countries; Public opinion--Argentina
recN3ACLajqlUoUpy	Veto	32	2	topic	Veto	http://id.loc.gov/authorities/subjects/sh85143088	exact		"Veto; Vitilas ""Veto"" Reid Post Office Building (St. Louis, Mo.); Veto--United States"
recjAr4LEu3OEOMgu	Chemicals	32	1	topic	Chemicals	http://id.loc.gov/authorities/subjects/sh85022963	exact		Chemicals; Chemicals--Accidents; Chemicals--Accidents--California; Chemicals--Accidents--Congresses; Chemicals--Accidents--Health aspects
recl0TYMV9bsDkZVm	Agriculture	31	5	topic	Agriculture	http://id.loc.gov/authorities/subjects/sh85002415	exact	Industrial arts → Handicraft → Occupations	Agriculture; Agriculture; Agricultural administration; Advertising--Agriculture; Alternative agriculture
rec2ojF1nU3Lvcn3X	Kurds	31	1	topic	Kurds	http://id.loc.gov/authorities/subjects/sh85073467	exact		Kurds; Kurds--Bibliography; Kurds--Biography; Kurds--Civil rights--Turkey; Kurds--Crimes against--Iraq
recu8CRwmmn30dF6G	Martial law	31	1	topic	Martial law	http://id.loc.gov/authorities/subjects/sh85081635	exact		Martial law; Martial law in literature; Martial law--Pakistan; Martial law--Philippines; Martial law--Poland
recdPycISbXW2cCGh	Plutonium	31	1	topic	Plutonium	http://id.loc.gov/authorities/subjects/sh85103582	exact		Plutonium; Plutonium alloys; Plutonium as fuel; Plutonium compounds; Plutonium industry
recLwZnf8LnfqGD3M	Weapons of mass destruction	29	2	topic	Weapons of mass destruction	http://id.loc.gov/authorities/subjects/sh96004190	exact	Military weapons → Military supplies → Logistics → Military art and science	Weapons of mass destruction; Weapons of mass destruction--Government policy--United States; Weapons of mass destruction in art; Weapons of mass destruction (International law); Weapons of mass destruction--Iran
rec7W9jS0SHHpxWh2	Fertility	29	1	topic	Fertility	http://id.loc.gov/authorities/subjects/sh00005657	exact		Fertility; Fertility; Fertility clinics; Fertility clinics--Law and legislation; Fertility clinics--Risk management
recv7NC1vhHG399Za	Public relations	28	4	topic	Public relations	http://id.loc.gov/authorities/subjects/sh2002006378	exact		Public relations; Public relations; Accountants--Public relations; Agriculture--Public relations; Journalism and public relations
rec7ioEdqM9tjA4Dt	Bauxite	28	1	topic	Bauxite	http://id.loc.gov/authorities/subjects/sh85012460	exact		Bauxite; Aluminum mines and mining; Bauxite substitutes
recXeh96O09nMK0r1	National liberation movements	28	6	topic	National liberation movements	http://id.loc.gov/authorities/subjects/sh85090020	exact		National liberation movements; National liberation movements--Africa; National liberation movements--Africa, Portuguese-speaking; National liberation movements--Africa, Southern; National liberation movements--Eritrea
recAhbwfy56DPgF1J	Health education	27	1	topic	Health education	http://id.loc.gov/authorities/subjects/sh85059537	exact	Communication in medicine → Medicine → Human biology → Biology → Life sciences	Health education; Health education--Bibliography; Health education--Congresses; Health education (Elementary); Health education (Elementary)--United States
recMVpkmfMo4XNRDD	Migration	27	2	topic	Migration	http://id.loc.gov/authorities/subjects/sh00005935	exact		Migration; Decorative arts, Frankish; Assisted migration (Plant colonization); Migration--Climatic factors; Flyways
rec3uB8iweLLu7D9M	Vaccines	27	2	topic	Vaccines	http://id.loc.gov/authorities/subjects/sh85141718	exact		Vaccines; Vaccines--Biotechnology; Vaccines--Biotechnology--Congresses; Vaccines--Biotechnology--United States; Vaccines--Congresses
recENG9eU9z7Tfb9L	Straits	26	1	topic	Straits	http://id.loc.gov/authorities/subjects/sh85128458	exact		Straits; Straits--Accidents; Straits--Accidents--Japan; Straits--Accidents--Japan--Case studies; Straits--Africa
recu3GH1ojKcJBA1c	Aerial reconnaissance	25	2	topic	Aerial reconnaissance	http://id.loc.gov/authorities/subjects/sh85001281	exact	Military reconnaissance → sh85085302 → Detectors → Engineering instruments → Scientific apparatus and instruments	Aerial reconnaissance; Aerial reconnaissance, American; Aerial reconnaissance, British; Aerial reconnaissance, German; Aeronautics in geodesy
reclnawDbQgAFDvnc	Phosphates	25	1	topic	Phosphates	http://id.loc.gov/authorities/subjects/sh85101098	exact		Phosphates; Information storage and retrieval systems--Phosphates
recQt10IdeXz66A6d	Foreign Service	25	2	topic	Foreign service	http://id.loc.gov/authorities/subjects/sh00005831	exact		Foreign service; Diplomatic and consular service
recDrLRYvyEfI6rvu	Religious discrimination	24	2	topic	Religious discrimination	http://id.loc.gov/authorities/subjects/sh2011001839	exact	Discrimination → Interpersonal relations → Social psychology → Human ecology → Ecology	Religious discrimination; Religion in the workplace; Religious discrimination--Law and legislation
rec1emZ0KYfVNBuVV	Illegal immigration	24	1	topic	Illegal immigration	http://id.loc.gov/authorities/subjects/sh2016000739	exact	Emigration and immigration → Population geography → Human geography → sh85005581 → sh85124003 → Civilization → Auxiliary sciences of history	Illegal immigration; Illegal immigration in literature
recSRexN1dSARAkrE	Tuna	23	3	topic	Tuna	http://id.loc.gov/authorities/subjects/sh85138573	exact		Tuna; Tunable excimer lasers; Tunable lasers; Tunable microlenses; Canned tuna
recAlkNJ122vPe7Jb	Armed forces	22	2	topic	Armed Forces	http://id.loc.gov/authorities/subjects/sh85007241	exact	sh85085132	Armed Forces; Armed Forces; Armed Forces and mass media; Armed Forces and the arts; Women and the military
recLEJU0igInf5ESh	Apartheid	21	5	topic	Apartheid	http://id.loc.gov/authorities/subjects/sh85005905	exact	Segregation → Race discrimination → sh85038376 → Interpersonal relations → Social psychology → Human ecology → Ecology	Apartheid; Apartheid and architecture; Apartheid and art; Apartheid--Fiction; Apartheid in art
recidWOHtiPejGOPp	Expulsion	21	3	topic	Expulsion	http://id.loc.gov/authorities/subjects/sh00005737	exact		Expulsion; Airplanes--Fuel systems--Expulsion bladders; Exorcism; Student expulsion; Acadians--Nova Scotia--History--Expulsion, 1755
recyvYvKBWCiz1E8g	Civil defense	21	4	topic	Civil defense	http://id.loc.gov/authorities/subjects/sh85026326	exact	sh85036440 → sh85085132	Civil defense; Civil defense--Bibliography; Civil defense--California; Civil defense--Congresses; Civil defense--Denmark
reczaD1zvRMcFNfgx	Relations	21	1	compound-subject	Relations	http://id.loc.gov/authorities/subjects/sh00007590	exact		Relations; Relation algebras; Ethnic relations; Religions--Relations; Causal relations (Linguistics)
recZPVvCSdB8G01JR	Women	21	1	topic	Women	http://id.loc.gov/authorities/subjects/sh2002006249	exact		Women; Women; Women abolitionists; African American women abolitionists; Women abolitionists--United States
recgtDTNv9yxxjlc7	Relations	21	1	compound-subject	Relations	http://id.loc.gov/authorities/subjects/sh00007590	exact		Relations; Relation algebras; Ethnic relations; Religions--Relations; Causal relations (Linguistics)
rec1KxhYuvBVGJngc	Territorial waters	20	4	topic	Territorial waters	http://id.loc.gov/authorities/subjects/sh85134107	exact		Territorial waters; Territorial waters--Colombia; Territorial waters--Indonesia; Territorial waters--Maps; Territorial waters--United States
recqhvaPBazS2SPQl	Freedom of the press	19	2	topic	Freedom of the press	http://id.loc.gov/authorities/subjects/sh85051711	exact	Censorship → Literature and morals → Ethics → Philosophy → Humanities	Freedom of the press; Freedom of the press--Argentina; Freedom of the press--Brazil; Freedom of the press--Chile; Freedom of the press--Congresses
recoNpzpmBKcR1HtA	Exile	19	3	topic	Exile	http://id.loc.gov/authorities/subjects/sh00005706	exact		Exile; Exile armies; Expatriate artists; Authors, Exiled; Exiled composers
recJrKQ97ZB4lDj0t	B-2 bomber	19	1	topic	B-2 bomber	http://id.loc.gov/authorities/subjects/sh88007805	exact	Strategic bombers → sh95009928 → Strategic forces → sh85037301 → Psychology, Military → Psychology, Applied → sh85108459 → Soul → Future life → Eschatology → Religious thought	B-2 bomber
recLpF8fbHQCumj57	Maritime boundaries	19	4	topic	Maritime boundaries	http://id.loc.gov/authorities/subjects/sh2012002673	exact		Maritime boundaries
recHeESnrKUx6N5Xc	Prostitutes	19	1	topic	Prostitutes	http://id.loc.gov/authorities/subjects/sh85107622	exact		Prostitutes; Prostitutes--Alcohol use; Prostitutes--Biography; Children of prostitutes; Prostitutes' customers
rec2SKz4RNoMDKY9k	East-West trade	17	3	topic	East-West trade	http://id.loc.gov/authorities/subjects/sh85040584	exact		East-West trade; East-West trade--Congresses
recmwauIRZeRVl1dG	Research	17	2	topic	Research	http://id.loc.gov/authorities/subjects/sh2002006576	exact		Research; Research; Research aircraft; College teaching and research; Research and development contracts
recwoaTogApEe6NiS	Disappeared Persons	17	1	topic	Disappeared persons	http://id.loc.gov/authorities/subjects/sh89002409	exact		Disappeared persons; Disappeared persons--Argentina; Children of disappeared persons; Disappeared persons--Chile; Disappeared persons' families
recxeg0XZbdOVnxZR	Intermediate-range ballistic missiles	16	3	topic	Intermediate-range ballistic missiles	http://id.loc.gov/authorities/subjects/sh85067300	exact	sh85011308 → Guided missiles → Precision guided munitions → sh85145837 → Engineering systems → sh85043176 → sh85065826 → Handicraft → Occupations	Intermediate-range ballistic missiles
recVMjpePTbXrmHOO	Deportation	16	1	topic	Deportation	http://id.loc.gov/authorities/subjects/sh85037040	exact		Deportation; Exile (Punishment); Deportation in literature; Deportation (Roman law); Deportation--United States
recBjcQwOPlgVtG5g	Sterilization	16	1	topic	Sterilization	http://id.loc.gov/authorities/subjects/sh85128026	exact		Sterilization; Sterilization (Birth control); Sterilization (Birth control)--Complications; Sterilization (Birth control)--Law and legislation; Sterilization (Birth control)--Moral and ethical aspects
recaRk6wjv6u1EItg	Genocide	15	1	topic	Genocide	http://id.loc.gov/authorities/subjects/sh85053923	exact	Crime → sh85123988 → Social history → sh85124200 → sh85124003	Genocide; Children and genocide; Music and genocide; Genocide--Cambodia; Genocide--History
recIJ42jRCW9DxFlH	Medical supplies	15	1	topic	Medical supplies	http://id.loc.gov/authorities/subjects/sh00005773	exact	Supplies and stores	Medical supplies; Medical supplies; Medical supplies, Disposable; Medical supplies, Disposable--Sterilization; Medical supplies industry
rec4kXB0znBJbCpkk	Drug use	15	2	topic	Drug use	http://id.loc.gov/authorities/subjects/sh99005755	exact	Substance use	Drug use; Drugged driving; Drug use and traffic accidents; Animals--Drug use; Recreational drug use
recOrZuJ5me6ilcbT	Uranium	15	4	topic	Uranium	http://id.loc.gov/authorities/subjects/sh85141276	exact		Uranium; Uranium--Absorption and adsorption; Uranium alloys; Uranium as fuel; Uranium-bismuth alloys
recy94pCDcRAr4voG	Freedom of expression	14	2	topic	Freedom of expression	http://id.loc.gov/authorities/subjects/sh2003012251	exact	Civil rights → Constitutional law → Public law → Law	Freedom of expression; Freedom of expression (Islamic law); Freedom of expression--United States
recMNSn3ulaoClE2c	Hostages	14	2	topic	Hostages	http://id.loc.gov/authorities/subjects/sh2003007715	exact		Hostages; Hostages; Hostages--England; Hostages' families; Hostages--Fiction
recIlGN6hoHCxVp04	Technical assistance	14	4	topic	Technical assistance	http://id.loc.gov/authorities/subjects/sh85133088	exact	Economic assistance → Economic policy → sh85040850	Technical assistance; Technical assistance--Africa; Foreign licensing agreements; Technical assistance, American; Technical assistance, American--Developing countries
